Customer ID,First Name,Last Name,Email,Accepts Email Marketing,Default Address Company,Default Address Address1,Default Address Address2,Default Address City,Default Address Province Code,Default Address Country Code,Default Address Zip,Default Address Phone,Phone,Accepts SMS Marketing,Total Spent,Total Orders,Note,Tax Exempt,Tags,Accepts WhatsApp Marketing
1,1,1,1,1,0,1,0,1,0,SG,1,1,0,no,1693.12,1,,no,"female, RFM Group Don Juan, RFM Score 115",no
1,1,1,1,1,0,1,0,1,0,SG,1,1,1,no,43.9,1,,no,"male, RFM Group Breakup, RFM Score 112",no
1,1,1,1,1,0,1,0,1,0,SG,1,1,0,no,43.9,1,,no,"male, RFM Group Breakup, RFM Score 112",no
1,1,1,1,1,0,1,0,1,0,SG,1,1,0,no,85.8,2,,no,"male, RFM Group Ex lover, RFM Score 123",no
1,1,1,1,1,0,1,0,1,0,SG,1,1,0,no,43.9,1,,no,"male, RFM Group Breakup, RFM Score 112",no
1,1,1,1,1,0,1,0,1,0,SG,1,1,1,no,107.0,1,,no,"male, RFM Group Ex lover, RFM Score 113",no
1,1,1,1,1,0,1,1,1,0,SG,1,1,0,no,402.41,3,,no,"loyal-app_about_to_sleep, loyal-app_new_in_segment, male, Purchased:prime whey isolate, RFM Group Ex lover, RFM Score 135",no
1,1,0,1,1,0,1,0,1,0,SG,1,1,0,no,93.07,3,,no,"female, RFM Group Ex lover, RFM Score 133, STARTER",no
1,1,1,1,1,0,1,0,1,0,SG,1,1,1,no,231.9,2,,no,"male, RFM Group Ex lover, RFM Score 124",no
1,1,1,1,1,0,1,0,1,0,SG,1,1,0,no,29.0,1,,no,"male, RFM Group Breakup, RFM Score 111, STARTER",no
1,1,1,1,1,0,0,0,0,0,,0,0,0,no,199.5,1,,no,"gender_null, Purchased:prime whey isolate, RFM Group Don Juan, RFM Score 114",no
1,1,1,1,1,0,1,0,1,0,SG,1,1,0,no,153.44,2,,no,"male, RFM Group Ex lover, RFM Score 124",no
1,1,1,1,1,0,1,0,1,0,SG,1,1,0,no,52.9,1,,no,"female, male, protein-blueprint, quiz_goal_lean, quiz_goal_muscle, quiz_habit_skip, quiz_pref_clear, RFM Group Breakup, RFM Score 112, ZOKO_CONFLICT_WITH_6327527014655, ZOKO_CUSTOMER_CONFLICT",no
1,1,1,1,1,0,1,0,1,0,SG,1,1,0,no,48.9,1,,no,"male, RFM Group Breakup, RFM Score 112",no
1,1,1,1,1,0,1,0,1,0,SG,1,1,0,no,627.08,3,,no,"female, RFM Group Ex lover, RFM Score 135",no
1,1,1,1,1,0,1,0,1,0,SG,1,1,1,no,972.7,1,,no,"gender_null, Purchased:micellar casein, RFM Group Don Juan, RFM Score 115",no
1,1,1,1,1,0,1,0,1,0,SG,1,1,1,no,25.9,1,,no,"female, RFM Group Breakup, RFM Score 111",no
1,1,1,1,1,0,1,0,1,0,SG,1,1,0,no,84.9,1,,no,"male, RFM Group Ex lover, RFM Score 113",no
1,1,1,1,1,0,1,0,1,0,SG,1,1,0,no,328.6,2,,no,"male, RFM Group Ex lover, RFM Score 125",no
1,1,1,1,1,0,0,0,0,0,,0,0,0,no,586.0,2,,no,"female, Purchased:prime whey isolate, RFM Group Ex lover, RFM Score 125",no
1,1,1,1,1,0,0,0,0,0,,0,0,0,no,123.85,1,,no,"female, Purchased:prime whey isolate, RFM Group Ex lover, RFM Score 113",no
1,1,1,1,1,0,1,0,1,0,SG,1,1,1,no,479.7,3,,no,"female, RFM Group Ex lover, RFM Score 135",no
1,1,1,1,1,0,1,0,1,0,SG,1,1,0,no,159.44,2,,no,"male, RFM Group Ex lover, RFM Score 124",no
1,1,1,1,1,0,1,0,1,0,SG,1,1,0,no,116.72,4,,no,"male, RFM Group Ex lover, RFM Score 143, STARTER",no
1,1,1,1,1,0,1,0,1,0,SG,1,1,1,no,57.0,1,,no,"male, RFM Group Breakup, RFM Score 112",no
1,1,1,1,1,0,1,0,1,0,SG,1,1,0,no,1873.13,8,,no,"male, RFM Group Ex lover, RFM Score 155",no
1,1,1,1,1,0,1,0,1,0,SG,1,1,0,no,264.01,2,,no,"male, RFM Group Ex lover, RFM Score 124",no
1,1,1,1,1,0,1,1,1,0,SG,1,1,1,no,16815.42,93,,no,"Active Subscriber, Has active product subscriptions, Login with Shop, loyal-app_loyal, loyal-app_new_in_segment, male, Purchased:prime whey isolate, RFM Group Lover, RFM Score 455, Shop, Yotpo Subscriptions",no
1,1,1,1,1,0,0,0,0,0,,0,0,0,no,211.97,2,,no,"loyal-app_new_in_segment, loyal-app_sleepers, male, Purchased:prime whey isolate, RFM Group Ex lover, RFM Score 124",no
1,1,1,1,1,0,1,0,1,0,SG,1,1,1,no,148.7,2,,no,"male, RFM Group Ex lover, RFM Score 124",no
1,1,1,1,1,0,1,0,1,0,SG,1,1,0,no,331.0,2,,no,"male, RFM Group Ex lover, RFM Score 125",no
1,1,1,1,1,0,1,0,1,0,SG,1,1,0,no,238.0,2,,no,"male, RFM Group Ex lover, RFM Score 124, STARTER",no
1,1,1,1,1,0,1,1,1,0,SG,1,1,1,no,858.76,11,,no,"Active Subscriber, Inbox online store chat, Login with Shop, male, Purchased:prime whey isolate, RFM Group Lover, RFM Score 455, Shop",no
1,1,1,1,1,0,0,0,0,0,,0,0,0,no,68.4,1,,no,"male, Purchased:prime whey isolate, RFM Group Breakup, RFM Score 112",no
1,1,1,1,1,0,1,0,1,0,SG,1,1,0,no,208.9,1,,no,"male, RFM Group Don Juan, RFM Score 114",no
1,1,1,1,1,0,1,1,1,0,SG,1,1,0,no,925.51,10,,no,"female, Login with Shop, loyal-app_new_in_segment, loyal-app_potential_loyal, RFM Group About to dump you, RFM Score 255, Shop",no
1,1,1,1,1,0,1,0,1,0,SG,1,1,1,no,1200.4,5,,no,"male, Purchased:micellar casein, RFM Group Ex lover, RFM Score 155",no
1,1,1,1,1,0,1,0,1,0,SG,1,1,0,no,64.8,1,,no,"male, RFM Group Breakup, RFM Score 112",no
1,1,1,1,1,0,1,0,1,0,SG,1,1,1,no,258.7,3,,no,"female, RFM Group Ex lover, RFM Score 134",no
1,1,1,1,1,0,1,0,1,0,SG,1,1,1,no,79.66,2,,no,"male, RFM Group Ex lover, RFM Score 123",no
1,1,1,1,1,0,1,0,1,0,SG,1,1,0,no,54.9,1,,no,"male, RFM Group Breakup, RFM Score 112",no
1,1,1,1,1,0,1,0,1,0,SG,1,1,1,no,268.8,3,,no,"male, RFM Group Ex lover, RFM Score 134",no
1,1,1,1,1,0,0,0,0,0,,0,0,0,no,418.6,9,,no,"male, Purchased:prime whey isolate, RFM Group Ex lover, RFM Score 155",no
1,1,1,1,1,0,1,0,1,0,SG,1,1,1,no,276.59,5,,no,"male, RFM Group Ex lover, RFM Score 154, STARTER",no
1,1,1,1,1,0,1,0,1,0,MY,1,1,0,no,9670.29,19,,no,"male, Purchased: Micellar Casein, RFM Group Ex lover, RFM Score 155",no
1,1,1,1,1,0,1,0,1,0,SG,1,1,1,no,1626.6,6,,no,"male, Purchased:micellar casein, RFM Group Ex lover, RFM Score 155",no
1,1,1,1,1,0,1,0,1,0,SG,1,1,0,no,3074.06,25,,no,"loyal-app_new, male, RFM Group Ex lover, RFM Score 155",no
1,1,1,1,1,0,1,0,1,0,SG,1,1,1,no,170.3,2,,no,"affiliate, male, RFM Group Ex lover, RFM Score 124, uppromote_affiliate",no
1,1,1,1,1,0,1,0,1,0,SG,1,1,0,no,41.9,1,,no,"male, RFM Group Breakup, RFM Score 112",no
1,1,1,1,1,0,1,0,1,0,SG,1,1,1,no,76.0,1,,no,"male, RFM Group Breakup, RFM Score 112",no
1,1,1,1,1,0,1,0,1,0,SG,0,1,0,no,928.18,8,,no,"male, RFM Group Ex lover, RFM Score 155",no
1,1,1,1,1,0,1,0,1,0,SG,1,1,0,no,115.5,1,,no,"male, RFM Group Ex lover, RFM Score 113, ZOKO_CONFLICT_WITH_6336632881407, ZOKO_CUSTOMER_CONFLICT",no
1,1,1,1,1,0,1,0,1,0,SG,1,1,1,no,117.0,1,,no,"male, RFM Group Ex lover, RFM Score 113",no
1,1,1,1,1,0,1,0,1,0,SG,1,1,1,no,65.78,1,,no,"male, RFM Group Breakup, RFM Score 112",no
1,1,1,1,1,0,1,0,1,0,SG,1,1,0,no,193.8,1,,no,"male, RFM Group Don Juan, RFM Score 114",no
1,1,1,1,1,0,1,0,1,0,SG,1,1,1,no,28.9,1,,no,"male, RFM Group Breakup, RFM Score 111",no
1,1,1,1,1,0,1,0,1,0,SG,1,1,0,no,73.9,1,,no,"male, RFM Group Breakup, RFM Score 112",no
1,1,1,1,1,0,1,0,1,0,SG,1,1,0,no,45.9,1,,no,"male, RFM Group Breakup, RFM Score 112",no
1,1,1,1,1,0,0,0,0,0,,0,0,0,no,1620.46,20,,no,"male, Purchased:prime whey isolate, RFM Group Ex lover, RFM Score 155",no
1,1,1,1,1,0,1,0,1,0,SG,1,1,0,no,39.9,1,,no,"female, RFM Group Breakup, RFM Score 111",no
1,1,1,1,1,0,1,0,1,0,SG,1,1,1,no,276.0,2,,no,"female, Purchased:micellar casein, RFM Group Ex lover, RFM Score 124",no
1,1,1,1,1,0,1,0,1,0,SG,1,1,0,no,27.9,1,,no,"female, RFM Group Breakup, RFM Score 111",no
1,1,1,1,1,0,1,0,1,0,SG,1,1,0,no,490.13,3,,no,"female, RFM Group Ex lover, RFM Score 135",no
1,1,1,1,1,0,1,0,1,0,SG,1,1,0,no,120.36,2,,no,"female, RFM Group Ex lover, RFM Score 123",no
1,1,1,1,1,0,1,0,1,0,SG,1,1,0,no,100.0,1,,no,"male, RFM Group Ex lover, RFM Score 113",no
1,1,1,1,1,0,1,0,1,0,SG,1,1,0,no,64.63,2,,no,"female, RFM Group Breakup, RFM Score 122",no
1,1,1,1,1,0,1,0,1,0,SG,1,1,0,no,99.9,1,,no,"male, RFM Group Ex lover, RFM Score 113",no
1,1,1,1,1,0,1,0,1,0,SG,1,1,1,no,73.9,1,,no,"female, RFM Group Breakup, RFM Score 112",no
1,1,1,1,1,0,0,0,0,0,,0,0,0,no,139.44,2,,no,"male, Purchased:prime whey isolate, RFM Group Ex lover, RFM Score 124",no
1,1,1,1,1,0,1,0,1,0,SG,1,1,0,no,39.9,1,,no,"male, RFM Group Breakup, RFM Score 111",no
1,1,1,1,1,0,1,0,1,0,SG,1,1,1,no,88.4,1,,no,"male, RFM Group Ex lover, RFM Score 113",no
1,1,1,1,1,0,1,0,1,0,SG,1,1,1,no,432.58,6,,no,"Has active product subscriptions, Inactive Subscriber, Login with Shop, male, RFM Group Ex lover, RFM Score 155, Shop, Yotpo Subscriptions",no
1,1,1,1,1,0,1,0,1,0,SG,1,1,1,no,134.0,1,,no,"male, RFM Group Don Juan, RFM Score 114",no
1,1,1,1,1,0,1,0,1,0,SG,1,1,0,no,23.9,1,,no,"male, RFM Group Breakup, RFM Score 111, STARTER",no
1,1,1,1,1,0,1,0,1,0,MY,1,1,0,no,1585.0,5,,no,"male, RFM Group Ex lover, RFM Score 155",no
1,1,0,1,1,0,1,0,1,0,SG,1,1,0,no,29.0,1,,no,"male, RFM Group Breakup, RFM Score 111, STARTER",no
1,1,1,1,1,0,1,0,1,0,HK,0,1,0,no,80.5,1,,no,"male, RFM Group Ex lover, RFM Score 113",no
1,1,1,1,1,0,1,0,1,0,SG,1,1,0,no,7.95,1,,no,"male, RFM Group Breakup, RFM Score 111",no
1,1,1,1,1,0,1,0,1,0,SG,1,1,1,no,63.9,1,,no,"female, RFM Group Breakup, RFM Score 112",no
1,1,1,1,1,0,1,0,1,0,SG,1,1,1,no,76.72,1,,no,"female, RFM Group Breakup, RFM Score 112",no
1,1,1,1,1,0,1,0,1,0,SG,1,1,1,no,142.0,1,,no,"male, RFM Group Don Juan, RFM Score 114",no
1,1,1,1,1,0,1,0,1,0,SG,1,1,1,no,323.0,2,,no,"male, Purchased:micellar casein, RFM Group Ex lover, RFM Score 125",no
1,1,1,1,1,0,1,0,1,0,SG,1,1,0,no,1052.46,1,,no,"male, RFM Group Don Juan, RFM Score 115, ZOKO_CONFLICT_WITH_6327676797183, ZOKO_CUSTOMER_CONFLICT",no
1,1,1,1,1,0,1,0,1,0,SG,1,1,1,no,327.17,4,,no,"female, RFM Group Ex lover, RFM Score 145",no
1,1,1,1,1,0,1,0,1,0,SG,1,1,0,no,413.5,5,,no,"male, RFM Group Ex lover, RFM Score 155",no
1,1,1,1,1,0,0,0,0,0,,0,0,0,no,2343.49,4,,no,"male, Purchased:prime whey isolate, RFM Group Ex lover, RFM Score 145",no
1,1,1,1,1,0,1,0,1,0,SG,1,1,0,no,118.94,1,,no,"gender_null, RFM Group Ex lover, RFM Score 113",no
1,1,1,1,1,0,1,0,1,0,SG,1,1,0,no,525.68,4,,no,"female, RFM Group Ex lover, RFM Score 145",no
1,1,1,1,1,0,1,0,1,0,SG,1,1,0,no,119.5,1,,no,"male, RFM Group Ex lover, RFM Score 113",no
1,1,1,1,1,0,1,0,1,0,SG,1,1,0,no,210.0,2,,no,"gender_null, RFM Group Ex lover, RFM Score 124",no
1,1,1,1,1,0,1,0,1,0,SG,1,1,0,no,78.62,1,,no,"male, RFM Group Ex lover, RFM Score 113, ZOKO_CONFLICT_WITH_6334067998975, ZOKO_CUSTOMER_CONFLICT",no
1,1,1,1,1,0,1,0,1,0,SG,1,1,0,no,384.9,2,,no,"male, RFM Group Ex lover, RFM Score 125",no
1,1,1,1,1,0,1,0,1,0,SG,1,1,0,no,76.72,1,,no,"male, RFM Group Breakup, RFM Score 112",no
1,1,1,1,1,0,1,0,1,0,SG,1,1,0,no,156.19,3,,no,"loyal-app_new_in_segment, loyal-app_sleepers, male, RFM Group Ex lover, RFM Score 134",no
1,1,1,1,1,0,1,0,1,0,SG,1,1,0,no,63.9,1,,no,"male, RFM Group Breakup, RFM Score 112",no
1,1,1,1,1,0,1,0,1,0,SG,1,1,1,no,39.9,1,,no,"male, RFM Group Breakup, RFM Score 111",no
1,1,1,1,1,0,1,0,1,0,MY,1,1,0,no,1775.21,6,,no,"male, RFM Group Ex lover, RFM Score 155",no
1,1,1,1,1,0,1,0,1,0,SG,1,1,0,no,69.9,1,,no,"male, RFM Group Breakup, RFM Score 112",no
1,1,1,1,1,0,1,0,1,0,SG,1,1,0,no,35.4,1,,no,"male, RFM Group Breakup, RFM Score 111",no
1,1,1,1,1,0,1,0,1,0,SG,1,1,1,no,252.72,2,,no,"male, RFM Group Ex lover, RFM Score 124",no
1,1,1,1,1,0,0,0,0,0,,0,0,0,no,944.0,2,,no,"male, prq_quiz_diet_gluten, prq_quiz_diet_vegan/plant, prq_quiz_goal_energy, prq_quiz_goal_muscle, prq_quiz_male, prq_quiz_need_beauty, prq_quiz_need_joints, prq_quiz_need_nutrients, prq_quiz_need_weightloss, Purchased:prime whey isolate, RFM Group Ex lover, RFM Score 125",no
1,1,0,1,1,0,1,0,1,0,SG,1,1,1,no,43.9,1,,no,"female, RFM Group Breakup, RFM Score 112",no
1,1,0,1,1,0,1,0,1,0,SG,1,1,0,no,742.77,1,,no,"female, RFM Group Don Juan, RFM Score 115",no
1,1,1,1,1,0,1,0,1,0,SG,1,1,1,no,417.8,2,,no,"gender_null, RFM Group Ex lover, RFM Score 125",no
1,1,1,1,1,0,1,0,1,0,SG,1,1,0,no,99.9,1,,no,"female, RFM Group Ex lover, RFM Score 113",no
1,1,1,1,1,0,0,0,0,0,,0,0,0,no,73.9,1,,no,"female, Purchased:prime whey isolate, RFM Group Breakup, RFM Score 112",no
1,1,1,1,1,0,0,0,0,0,,0,0,0,no,44.9,1,,no,"female, Purchased:prime whey isolate, RFM Group Breakup, RFM Score 112",no
1,1,1,1,1,0,1,0,1,0,SG,1,1,0,no,66.9,1,,no,"female, RFM Group Breakup, RFM Score 112",no
1,1,1,1,1,0,1,0,1,0,SG,1,1,1,no,41.9,1,,no,"female, RFM Group Breakup, RFM Score 112",no
1,1,1,1,1,0,1,0,1,0,SG,1,1,0,no,50.9,1,,no,"male, RFM Group Breakup, RFM Score 112",no
1,1,1,1,1,0,1,0,1,0,SG,1,1,0,no,283.05,4,,no,"female, RFM Group Ex lover, RFM Score 144, STARTER",no
1,1,1,1,1,0,1,0,1,0,SG,1,1,0,no,24.4,1,,no,"female, RFM Group Breakup, RFM Score 111",no
1,1,1,1,1,0,1,1,1,0,SG,1,1,0,no,1310.04,9,,no,"female, loyal-app_new_in_segment, loyal-app_sleepers, RFM Group Ex lover, RFM Score 155",no
1,1,1,1,1,0,1,0,1,0,SG,1,1,1,no,35.8,1,,no,"male, RFM Group Breakup, RFM Score 111",no
1,1,1,1,1,0,1,0,1,0,SG,1,1,1,no,77.9,1,,no,"male, RFM Group Ex lover, RFM Score 113",no
1,1,1,1,1,0,1,0,1,0,SG,1,1,1,no,14.8,1,,no,"male, RFM Group Breakup, RFM Score 111",no
1,1,1,1,1,0,1,0,1,0,SG,1,1,0,no,84.53,1,,no,"male, RFM Group Ex lover, RFM Score 113",no
1,1,1,1,1,0,1,0,1,1,MY,1,1,0,no,44899.76,28,,no,"female, Inbox online store chat, Purchased: Micellar Casein, RFM Group About to dump you, RFM Score 255",no
1,1,1,1,1,0,1,0,1,0,SG,1,1,1,no,117.73,1,,no,"female, RFM Group Ex lover, RFM Score 113",no
1,1,1,1,1,0,1,0,1,0,SG,1,1,0,no,118.73,1,,no,"male, RFM Group Ex lover, RFM Score 113",no
1,1,1,1,1,0,1,0,1,0,SG,1,1,0,no,85.8,2,,no,"male, RFM Group Ex lover, RFM Score 123",no
1,1,1,1,1,0,1,0,1,0,ID,1,1,0,no,215.5,2,,no,"male, RFM Group Ex lover, RFM Score 124, ZOKO_CONFLICT_WITH_6327773954303, ZOKO_CUSTOMER_CONFLICT",no
1,1,1,1,1,0,1,0,1,0,SG,1,1,1,no,50.9,1,,no,"male, RFM Group Breakup, RFM Score 112",no
1,1,1,1,1,0,0,0,0,0,,0,0,0,no,705.0,1,,no,"male, Purchased:prime whey isolate, RFM Group Don Juan, RFM Score 115",no
1,1,1,1,1,0,1,1,1,0,SG,1,1,0,no,361.09,2,,no,"female, loyal-app_new_in_segment, loyal-app_sleepers, RFM Group Ex lover, RFM Score 124",no
1,1,1,1,1,0,1,0,1,0,SG,1,1,0,no,2744.26,7,,no,"male, RFM Group Ex lover, RFM Score 155",no
